Address;Name;Goodput;Delay
127.0.0.1;Bulk_0;21.276596069335938;47.0
127.0.0.1;Bulk_0;18.18181800842285;55.0
127.0.0.1;Bulk_0;14.925373077392578;67.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;43.4782600402832;23.0
127.0.0.1;Bulk_0;27.027027130126953;37.0
127.0.0.1;Bulk_0;100.0;10.0
127.0.0.1;Bulk_0;12.345678329467773;81.0
127.0.0.1;Bulk_0;15.15151596069336;66.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;45.45454788208008;22.0
127.0.0.1;Bulk_0;90.90909576416016;11.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;23.80952262878418;42.0
127.0.0.1;Bulk_0;111.1111068725586;9.0
127.0.0.1;Bulk_0;83.33333587646484;12.0
127.0.0.1;Bulk_0;24.390243530273438;41.0
127.0.0.1;Bulk_0;15.384614944458008;65.0
