Time;Address;Goodput;Delay
1004356;localhost;0,0000;NaN
1004406;localhost;0,0000;NaN
1004457;localhost;0,0000;NaN
1004508;localhost;0,0000;NaN
1004559;localhost;0,0000;NaN
1004609;localhost;0,0000;NaN
1004660;localhost;0,0000;NaN
1004710;localhost;0,0000;NaN
1004760;localhost;0,0000;NaN
1004811;localhost;0,0000;NaN
1004862;localhost;0,0000;NaN
1004912;localhost;0,0000;NaN
1004964;localhost;0,0000;NaN
1005014;localhost;0,0000;NaN
1005064;localhost;0,0000;NaN
1005115;localhost;0,0000;NaN
1005165;localhost;0,0000;NaN
1005216;localhost;0,0000;NaN
1005266;localhost;0,0000;NaN
1005317;localhost;0,0000;NaN
1005367;localhost;0,0000;NaN
1005417;localhost;0,0000;NaN
1005468;localhost;0,0000;NaN
1005520;localhost;0,0000;NaN
1005571;localhost;0,0000;NaN
1005622;localhost;0,0000;NaN
1005672;localhost;0,0000;NaN
1005723;localhost;0,0000;NaN
1005773;localhost;0,0000;NaN
1005823;localhost;0,0000;NaN
1005874;localhost;0,0000;NaN
1005924;localhost;0,0000;NaN
1005975;localhost;0,0000;NaN
1006025;localhost;0,0000;NaN
1006076;localhost;0,0000;NaN
1006127;localhost;0,0000;NaN
1006177;localhost;0,0000;NaN
1006229;localhost;0,0000;NaN
1006280;localhost;0,0000;NaN
1006331;localhost;0,0000;NaN
1006382;localhost;0,0000;NaN
1006432;localhost;0,0000;NaN
1006483;localhost;0,0000;NaN
1006533;localhost;0,0000;NaN
1006584;localhost;0,0000;NaN
1006635;localhost;0,0000;NaN
1006686;localhost;0,0000;NaN
1006736;localhost;0,0000;NaN
1006787;localhost;0,0000;NaN
1006838;localhost;0,0000;NaN
1006888;localhost;0,0000;NaN
1006939;localhost;0,0000;NaN
1006989;localhost;0,0000;NaN
1007040;localhost;0,0000;NaN
1007091;localhost;0,0000;NaN
1007142;localhost;0,0000;NaN
1007192;localhost;0,0000;NaN
1007243;localhost;0,0000;NaN
1007293;localhost;0,0000;NaN
1007344;localhost;0,0000;NaN
1007395;localhost;0,0000;NaN
1007447;localhost;0,0000;NaN
1007498;localhost;0,0000;NaN
1007548;localhost;0,0000;NaN
1007599;localhost;0,0000;NaN
1007649;localhost;0,0000;NaN
1007700;localhost;0,0000;NaN
1007750;localhost;0,0000;NaN
1007801;localhost;0,0000;NaN
1007851;localhost;0,0000;NaN
1007902;localhost;0,0000;NaN
1007953;localhost;0,0000;NaN
1008004;localhost;0,0000;NaN
1008055;localhost;0,0000;NaN
1008105;localhost;0,0000;NaN
1008156;localhost;0,0000;NaN
1008206;localhost;0,0000;NaN
1008257;localhost;0,0000;NaN
1008308;localhost;0,0000;NaN
1008358;localhost;0,0000;NaN
1008409;localhost;0,0000;NaN
1008459;localhost;0,0000;NaN
1008511;localhost;0,0000;NaN
1008561;localhost;0,0000;NaN
1008612;localhost;0,0000;NaN
1008662;localhost;0,0000;NaN
1008713;localhost;0,0000;NaN
1008763;localhost;0,0000;NaN
1008814;localhost;0,0000;NaN
1008864;localhost;0,0000;NaN
1008915;localhost;0,0000;NaN
1008965;localhost;0,0000;NaN
1009016;localhost;0,0000;NaN
1009066;localhost;0,0000;NaN
1009116;localhost;0,0000;NaN
1009167;localhost;0,0000;NaN
1009217;localhost;0,0000;NaN
1009267;localhost;0,0000;NaN
1009318;localhost;0,0000;NaN
1009368;localhost;0,0000;NaN
1009419;localhost;0,0000;NaN
1009471;localhost;0,0000;NaN
1009521;localhost;0,0000;NaN
1009571;localhost;0,0000;NaN
1009623;localhost;0,0000;NaN
1009674;localhost;0,0000;NaN
1009725;localhost;0,0000;NaN
1009775;localhost;0,0000;NaN
1009825;localhost;0,0000;NaN
1009876;localhost;0,0000;NaN
1009926;localhost;0,0000;NaN
1009976;localhost;0,0000;NaN
1010027;localhost;0,0000;NaN
1010077;localhost;0,0000;NaN
1010128;localhost;0,0000;NaN
1010178;localhost;0,0000;NaN
1010229;localhost;0,0000;NaN
1010280;localhost;0,0000;NaN
1010330;localhost;0,0000;NaN
1010380;localhost;0,0000;NaN
1010431;localhost;0,0000;NaN
1010481;localhost;0,0000;NaN
1010531;localhost;0,0000;NaN
1010582;localhost;0,0000;NaN
1010633;localhost;0,0000;NaN
1010683;localhost;0,0000;NaN
1010733;localhost;0,0000;NaN
1010784;localhost;0,0000;NaN
1010835;localhost;0,0000;NaN
1010886;localhost;0,0000;NaN
1010936;localhost;0,0000;NaN
1010987;localhost;0,0000;NaN
1011038;localhost;0,0000;NaN
1011089;localhost;0,0000;NaN
1011139;localhost;0,0000;NaN
1011190;localhost;0,0000;NaN
1011240;localhost;0,0000;NaN
1011291;localhost;0,0000;NaN
1011342;localhost;0,0000;NaN
1011392;localhost;0,0000;NaN
1011442;localhost;0,0000;NaN
1011493;localhost;0,0000;NaN
1011544;localhost;0,0000;NaN
1011594;localhost;0,0000;NaN
1011644;localhost;0,0000;NaN
1011695;localhost;0,0000;NaN
1011745;localhost;0,0000;NaN
1011795;localhost;0,0000;NaN
1011846;localhost;0,0000;NaN
1011896;localhost;0,0000;NaN
1011946;localhost;0,0000;NaN
1011997;localhost;0,0000;NaN
1012047;localhost;0,0000;NaN
1012097;localhost;0,0000;NaN
1012148;localhost;0,0000;NaN
1012198;localhost;0,0000;NaN
1012248;localhost;0,0000;NaN
1012299;localhost;0,0000;NaN
1012349;localhost;0,0000;NaN
1012399;localhost;0,0000;NaN
1012450;localhost;0,0000;NaN
1012500;localhost;0,0000;NaN
1012551;localhost;0,0000;NaN
1012601;localhost;0,0000;NaN
1012651;localhost;0,0000;NaN
1012702;localhost;0,0000;NaN
1012752;localhost;0,0000;NaN
1012802;localhost;0,0000;NaN
1012853;localhost;0,0000;NaN
1012903;localhost;0,0000;NaN
1012954;localhost;0,0000;NaN
1013004;localhost;0,0000;NaN
1013055;localhost;0,0000;NaN
1013105;localhost;0,0000;NaN
1013155;localhost;0,0000;NaN
1013206;localhost;0,0000;NaN
1013256;localhost;0,0000;NaN
1013307;localhost;0,0000;NaN
1013357;localhost;0,0000;NaN
1013408;localhost;0,0000;NaN
1013458;localhost;0,0000;NaN
1013509;localhost;0,0000;NaN
1013559;localhost;0,0000;NaN
1013609;localhost;0,0000;NaN
1013660;localhost;0,0000;NaN
1013710;localhost;0,0000;NaN
1013761;localhost;0,0000;NaN
1013811;localhost;0,0000;NaN
1013862;localhost;0,0000;NaN
1013912;localhost;0,0000;NaN
1013963;localhost;0,0000;NaN
1014013;localhost;0,0000;NaN
1014063;localhost;0,0000;NaN
1014114;localhost;0,0000;NaN
1014164;localhost;0,0000;NaN
1014215;localhost;0,0000;NaN
1014265;localhost;0,0000;NaN
1014315;localhost;0,0000;NaN
1014366;localhost;0,0000;NaN
1014416;localhost;0,0000;NaN
1014467;localhost;0,0000;NaN
1014517;localhost;0,0000;NaN
1014567;localhost;0,0000;NaN
1014618;localhost;0,0000;NaN
1014668;localhost;0,0000;NaN
1014719;localhost;0,0000;NaN
1014769;localhost;0,0000;NaN
1014820;localhost;0,0000;NaN
1014871;localhost;0,0000;NaN
1014921;localhost;0,0000;NaN
1014971;localhost;0,0000;NaN
1015022;localhost;0,0000;NaN
1015073;localhost;0,0000;NaN
1015123;localhost;0,0000;NaN
1015174;localhost;0,0000;NaN
1015224;localhost;0,0000;NaN
1015275;localhost;0,0000;NaN
1015325;localhost;0,0000;NaN
1015375;localhost;0,0000;NaN
1015427;localhost;0,0000;NaN
1015477;localhost;0,0000;NaN
1015528;localhost;0,0000;NaN
1015578;localhost;0,0000;NaN
1015628;localhost;0,0000;NaN
1015679;localhost;0,0000;NaN
1015730;localhost;0,0000;NaN
1015780;localhost;0,0000;NaN
1015830;localhost;0,0000;NaN
1015881;localhost;0,0000;NaN
1015931;localhost;0,0000;NaN
1015982;localhost;0,0000;NaN
1016032;localhost;0,0000;NaN
1016083;localhost;0,0000;NaN
1016133;localhost;0,0000;NaN
1016183;localhost;0,0000;NaN
1016235;localhost;0,0000;NaN
1016285;localhost;0,0000;NaN
1016335;localhost;0,0000;NaN
1016386;localhost;0,0000;NaN
1016436;localhost;0,0000;NaN
1016487;localhost;0,0000;NaN
1016538;localhost;0,0000;NaN
1016588;localhost;0,0000;NaN
1016639;localhost;0,0000;NaN
1016689;localhost;0,0000;NaN
1016740;localhost;0,0000;NaN
1016790;localhost;0,0000;NaN
1016841;localhost;0,0000;NaN
1016891;localhost;0,0000;NaN
1016942;localhost;0,0000;NaN
1016992;localhost;0,0000;NaN
1017043;localhost;0,0000;NaN
1017093;localhost;0,0000;NaN
1017143;localhost;0,0000;NaN
1017194;localhost;0,0000;NaN
1017245;localhost;0,0000;NaN
1017296;localhost;0,0000;NaN
1017346;localhost;0,0000;NaN
1017396;localhost;0,0000;NaN
1017447;localhost;0,0000;NaN
1017497;localhost;0,0000;NaN
1017547;localhost;0,0000;NaN
1017598;localhost;0,0000;NaN
1017648;localhost;0,0000;NaN
1017699;localhost;0,0000;NaN
1017749;localhost;0,0000;NaN
1017800;localhost;0,0000;NaN
1017850;localhost;0,0000;NaN
1017901;localhost;0,0000;NaN
1017953;localhost;0,0000;NaN
1018003;localhost;0,0000;NaN
1018054;localhost;0,0000;NaN
1018104;localhost;0,0000;NaN
1018155;localhost;0,0000;NaN
1018206;localhost;0,0000;NaN
1018257;localhost;0,0000;NaN
1018307;localhost;0,0000;NaN
1018358;localhost;0,0000;NaN
1018409;localhost;0,0000;NaN
1018460;localhost;0,0000;NaN
1018510;localhost;0,0000;NaN
1018561;localhost;0,0000;NaN
1018612;localhost;0,0000;NaN
1018663;localhost;0,0000;NaN
1018713;localhost;0,0000;NaN
1018764;localhost;0,0000;NaN
1018814;localhost;0,0000;NaN
1018865;localhost;0,0000;NaN
1018915;localhost;0,0000;NaN
1018965;localhost;0,0000;NaN
1019016;localhost;0,0000;NaN
1019066;localhost;0,0000;NaN
1019116;localhost;0,0000;NaN
1019167;localhost;0,0000;NaN
1019218;localhost;0,0000;NaN
1019269;localhost;0,0000;NaN
1019320;localhost;0,0000;NaN
1019370;localhost;0,0000;NaN
1019421;localhost;0,0000;NaN
1019472;localhost;0,0000;NaN
1019523;localhost;0,0000;NaN
1019573;localhost;0,0000;NaN
1019623;localhost;0,0000;NaN
1019674;localhost;0,0000;NaN
1019725;localhost;0,0000;NaN
1019775;localhost;0,0000;NaN
1019826;localhost;0,0000;NaN
1019876;localhost;0,0000;NaN
1019927;localhost;0,0000;NaN
1019977;localhost;0,0000;NaN
1020028;localhost;0,0000;NaN
1020078;localhost;0,0000;NaN
1020129;localhost;0,0000;NaN
1020180;localhost;0,0000;NaN
1020231;localhost;0,0000;NaN
1020281;localhost;0,0000;NaN
1020331;localhost;0,0000;NaN
1020382;localhost;0,0000;NaN
1020433;localhost;0,0000;NaN
1020484;localhost;0,0000;NaN
1020534;localhost;0,0000;NaN
1020585;localhost;0,0000;NaN
1020635;localhost;0,0000;NaN
1020687;localhost;0,0000;NaN
1020738;localhost;0,0000;NaN
1020788;localhost;0,0000;NaN
1020840;localhost;0,0000;NaN
1020891;localhost;0,0000;NaN
1020942;localhost;0,0000;NaN
1020993;localhost;0,0000;NaN
1021043;localhost;0,0000;NaN
1021094;localhost;0,0000;NaN
1021144;localhost;0,0000;NaN
1021195;localhost;0,0000;NaN
1021245;localhost;0,0000;NaN
1021297;localhost;0,0000;NaN
1021347;localhost;0,0000;NaN
1021398;localhost;0,0000;NaN
1021448;localhost;0,0000;NaN
1021499;localhost;0,0000;NaN
1021550;localhost;0,0000;NaN
1021600;localhost;0,0000;NaN
1021651;localhost;0,0000;NaN
1021701;localhost;0,0000;NaN
1021752;localhost;0,0000;NaN
1021802;localhost;0,0000;NaN
1021853;localhost;0,0000;NaN
1021903;localhost;0,0000;NaN
1021953;localhost;0,0000;NaN
1022004;localhost;0,0000;NaN
1022054;localhost;0,0000;NaN
1022105;localhost;0,0000;NaN
1022155;localhost;0,0000;NaN
1022205;localhost;0,0000;NaN
1022256;localhost;0,0000;NaN
1022306;localhost;0,0000;NaN
1022356;localhost;0,0000;NaN
1022407;localhost;0,0000;NaN
1022457;localhost;0,0000;NaN
1022508;localhost;0,0000;NaN
1022558;localhost;0,0000;NaN
1022609;localhost;0,0000;NaN
1022659;localhost;0,0000;NaN
1022709;localhost;0,0000;NaN
1022762;localhost;0,0000;NaN
1022812;localhost;0,0000;NaN
1022863;localhost;0,0000;NaN
1022913;localhost;0,0000;NaN
1022963;localhost;0,0000;NaN
1023014;localhost;0,0000;NaN
1023064;localhost;0,0000;NaN
1023115;localhost;0,0000;NaN
1023165;localhost;0,0000;NaN
1023216;localhost;0,0000;NaN
1023266;localhost;0,0000;NaN
1023316;localhost;0,0000;NaN
1023367;localhost;0,0000;NaN
1023417;localhost;0,0000;NaN
1023468;localhost;0,0000;NaN
1023518;localhost;0,0000;NaN
1023569;localhost;0,0000;NaN
1023619;localhost;0,0000;NaN
1023670;localhost;0,0000;NaN
1023720;localhost;0,0000;NaN
1023770;localhost;0,0000;NaN
1023821;localhost;0,0000;NaN
1023871;localhost;0,0000;NaN
1023922;localhost;0,0000;NaN
1023972;localhost;0,0000;NaN
1024023;localhost;0,0000;NaN
1024073;localhost;0,0000;NaN
1024124;localhost;0,0000;NaN
1024174;localhost;0,0000;NaN
1024225;localhost;0,0000;NaN
1024275;localhost;0,0000;NaN
1024326;localhost;0,0000;NaN
1024376;localhost;0,0000;NaN
1024427;localhost;0,0000;NaN
1024477;localhost;0,0000;NaN
1024528;localhost;0,0000;NaN
1024578;localhost;0,0000;NaN
1024630;localhost;0,0000;NaN
1024680;localhost;0,0000;NaN
1024731;localhost;0,0000;NaN
1024781;localhost;0,0000;NaN
1024832;localhost;0,0000;NaN
1024883;localhost;0,0000;NaN
1024933;localhost;0,0000;NaN
1024985;localhost;0,0000;NaN
1025036;localhost;0,0000;NaN
1025086;localhost;0,0000;NaN
1025137;localhost;0,0000;NaN
1025187;localhost;0,0000;NaN
1025238;localhost;0,0000;NaN
1025289;localhost;0,0000;NaN
1025340;localhost;0,0000;NaN
1025391;localhost;0,0000;NaN
1025441;localhost;0,0000;NaN
1025491;localhost;0,0000;NaN
1025543;localhost;0,0000;NaN
1025594;localhost;0,0000;NaN
1025645;localhost;0,0000;NaN
1025696;localhost;0,0000;NaN
1025747;localhost;0,0000;NaN
1025797;localhost;0,0000;NaN
1025848;localhost;0,0000;NaN
1025900;localhost;0,0000;NaN
1025950;localhost;0,0000;NaN
1026001;localhost;0,0000;NaN
1026051;localhost;0,0000;NaN
1026101;localhost;0,0000;NaN
1026152;localhost;0,0000;NaN
1026203;localhost;0,0000;NaN
1026254;localhost;0,0000;NaN
1026304;localhost;0,0000;NaN
1026355;localhost;0,0000;NaN
1026406;localhost;0,0000;NaN
1026457;localhost;0,0000;NaN
1026507;localhost;0,0000;NaN
1026558;localhost;0,0000;NaN
1026608;localhost;0,0000;NaN
1026659;localhost;0,0000;NaN
1026710;localhost;0,0000;NaN
1026760;localhost;0,0000;NaN
1026811;localhost;0,0000;NaN
1026862;localhost;0,0000;NaN
1026912;localhost;0,0000;NaN
1026963;localhost;0,0000;NaN
1027014;localhost;0,0000;NaN
1027064;localhost;0,0000;NaN
1027115;localhost;0,0000;NaN
1027165;localhost;0,0000;NaN
1027215;localhost;0,0000;NaN
1027266;localhost;0,0000;NaN
1027317;localhost;0,0000;NaN
1027368;localhost;0,0000;NaN
1027418;localhost;0,0000;NaN
1027468;localhost;0,0000;NaN
1027519;localhost;0,0000;NaN
1027569;localhost;0,0000;NaN
1027621;localhost;0,0000;NaN
1027671;localhost;0,0000;NaN
1027722;localhost;0,0000;NaN
1027772;localhost;0,0000;NaN
1027822;localhost;0,0000;NaN
1027873;localhost;0,0000;NaN
1027924;localhost;0,0000;NaN
1027974;localhost;0,0000;NaN
1028026;localhost;0,0000;NaN
1028076;localhost;0,0000;NaN
1028127;localhost;0,0000;NaN
1028177;localhost;0,0000;NaN
1028227;localhost;0,0000;NaN
1028278;localhost;0,0000;NaN
1028328;localhost;0,0000;NaN
1028379;localhost;0,0000;NaN
1028430;localhost;0,0000;NaN
1028480;localhost;0,0000;NaN
1028531;localhost;0,0000;NaN
1028581;localhost;0,0000;NaN
1028632;localhost;0,0000;NaN
1028682;localhost;0,0000;NaN
1028733;localhost;0,0000;NaN
1028783;localhost;0,0000;NaN
1028833;localhost;0,0000;NaN
1028884;localhost;0,0000;NaN
1028934;localhost;0,0000;NaN
1028985;localhost;0,0000;NaN
1029035;localhost;0,0000;NaN
1029085;localhost;0,0000;NaN
1029136;localhost;0,0000;NaN
1029186;localhost;0,0000;NaN
1029237;localhost;0,0000;NaN
1029288;localhost;0,0000;NaN
1029339;localhost;0,0000;NaN
1029389;localhost;0,0000;NaN
1029440;localhost;0,0000;NaN
1029491;localhost;0,0000;NaN
1029541;localhost;0,0000;NaN
1029592;localhost;0,0000;NaN
1029642;localhost;0,0000;NaN
1029692;localhost;0,0000;NaN
1029743;localhost;0,0000;NaN
1029793;localhost;0,0000;NaN
1029844;localhost;0,0000;NaN
1029895;localhost;0,0000;NaN
1029946;localhost;0,0000;NaN
1029997;localhost;0,0000;NaN
1030047;localhost;0,0000;NaN
1030098;localhost;0,0000;NaN
1030148;localhost;0,0000;NaN
1030198;localhost;0,0000;NaN
1030249;localhost;0,0000;NaN
1030299;localhost;0,0000;NaN
1030349;localhost;0,0000;NaN
1030400;localhost;0,0000;NaN
1030451;localhost;0,0000;NaN
1030501;localhost;0,0000;NaN
1030552;localhost;0,0000;NaN
1030602;localhost;0,0000;NaN
1030653;localhost;0,0000;NaN
1030703;localhost;0,0000;NaN
1030753;localhost;0,0000;NaN
1030803;localhost;0,0000;NaN
1030854;localhost;0,0000;NaN
1030904;localhost;0,0000;NaN
1030955;localhost;0,0000;NaN
1031005;localhost;0,0000;NaN
1031055;localhost;0,0000;NaN
1031106;localhost;0,0000;NaN
1031156;localhost;0,0000;NaN
1031206;localhost;0,0000;NaN
1031257;localhost;0,0000;NaN
1031307;localhost;0,0000;NaN
1031358;localhost;0,0000;NaN
1031408;localhost;0,0000;NaN
1031458;localhost;0,0000;NaN
1031509;localhost;0,0000;NaN
1031559;localhost;0,0000;NaN
1031609;localhost;0,0000;NaN
1031660;localhost;0,0000;NaN
1031710;localhost;0,0000;NaN
1031761;localhost;0,0000;NaN
1031812;localhost;0,0000;NaN
1031863;localhost;0,0000;NaN
1031913;localhost;0,0000;NaN
1031963;localhost;0,0000;NaN
1032015;localhost;0,0000;NaN
1032065;localhost;0,0000;NaN
1032115;localhost;0,0000;NaN
1032166;localhost;0,0000;NaN
1032217;localhost;0,0000;NaN
1032268;localhost;0,0000;NaN
1032318;localhost;0,0000;NaN
1032368;localhost;0,0000;NaN
1032418;localhost;0,0000;NaN
1032469;localhost;0,0000;NaN
1032519;localhost;0,0000;NaN
1032570;localhost;0,0000;NaN
1032620;localhost;0,0000;NaN
1032670;localhost;0,0000;NaN
1032721;localhost;0,0000;NaN
1032771;localhost;0,0000;NaN
1032821;localhost;0,0000;NaN
1032872;localhost;0,0000;NaN
1032922;localhost;0,0000;NaN
1032972;localhost;0,0000;NaN
1033023;localhost;0,0000;NaN
1033073;localhost;0,0000;NaN
1033123;localhost;0,0000;NaN
1033174;localhost;0,0000;NaN
1033224;localhost;0,0000;NaN
1033275;localhost;0,0000;NaN
1033325;localhost;0,0000;NaN
1033376;localhost;0,0000;NaN
1033426;localhost;0,0000;NaN
1033476;localhost;0,0000;NaN
1033527;localhost;0,0000;NaN
1033577;localhost;0,0000;NaN
1033627;localhost;0,0000;NaN
1033678;localhost;0,0000;NaN
1033728;localhost;0,0000;NaN
1033779;localhost;0,0000;NaN
1033829;localhost;0,0000;NaN
1033880;localhost;0,0000;NaN
1033930;localhost;0,0000;NaN
1033980;localhost;0,0000;NaN
1034031;localhost;0,0000;NaN
1034081;localhost;0,0000;NaN
1034132;localhost;0,0000;NaN
1034182;localhost;0,0000;NaN
1034233;localhost;0,0000;NaN
1034283;localhost;0,0000;NaN
1034334;localhost;0,0000;NaN
1034384;localhost;0,0000;NaN
1034434;localhost;0,0000;NaN
1034485;localhost;0,0000;NaN
1034535;localhost;0,0000;NaN
1034586;localhost;0,0000;NaN
1034636;localhost;0,0000;NaN
1034686;localhost;0,0000;NaN
1034737;localhost;0,0000;NaN
1034787;localhost;0,0000;NaN
1034838;localhost;0,0000;NaN
1034888;localhost;0,0000;NaN
1034938;localhost;0,0000;NaN
1034989;localhost;0,0000;NaN
1035039;localhost;0,0000;NaN
1035090;localhost;0,0000;NaN
1035140;localhost;0,0000;NaN
1035191;localhost;0,0000;NaN
1035241;localhost;0,0000;NaN
1035292;localhost;0,0000;NaN
1035343;localhost;0,0000;NaN
1035394;localhost;0,0000;NaN
1035445;localhost;0,0000;NaN
1035495;localhost;0,0000;NaN
1035546;localhost;0,0000;NaN
1035596;localhost;0,0000;NaN
1035647;localhost;0,0000;NaN
1035698;localhost;0,0000;NaN
1035748;localhost;0,0000;NaN
1035799;localhost;0,0000;NaN
1035849;localhost;0,0000;NaN
1035899;localhost;0,0000;NaN
1035951;localhost;0,0000;NaN
1036002;localhost;0,0000;NaN
1036053;localhost;0,0000;NaN
1036103;localhost;0,0000;NaN
1036154;localhost;0,0000;NaN
1036205;localhost;0,0000;NaN
1036256;localhost;0,0000;NaN
1036307;localhost;0,0000;NaN
1036357;localhost;0,0000;NaN
1036408;localhost;0,0000;NaN
1036459;localhost;0,0000;NaN
1036509;localhost;0,0000;NaN
1036560;localhost;0,0000;NaN
1036610;localhost;0,0000;NaN
1036661;localhost;0,0000;NaN
1036711;localhost;0,0000;NaN
1036761;localhost;0,0000;NaN
1036812;localhost;0,0000;NaN
1036862;localhost;0,0000;NaN
1036914;localhost;0,0000;NaN
1036964;localhost;0,0000;NaN
1037016;localhost;0,0000;NaN
1037066;localhost;0,0000;NaN
1037117;localhost;0,0000;NaN
1037168;localhost;0,0000;NaN
1037218;localhost;0,0000;NaN
1037269;localhost;0,0000;NaN
1037320;localhost;0,0000;NaN
1037370;localhost;0,0000;NaN
1037421;localhost;0,0000;NaN
1037471;localhost;0,0000;NaN
1037522;localhost;0,0000;NaN
1037574;localhost;0,0000;NaN
1037624;localhost;0,0000;NaN
1037675;localhost;0,0000;NaN
1037725;localhost;0,0000;NaN
1037775;localhost;0,0000;NaN
1037826;localhost;0,0000;NaN
1037878;localhost;0,0000;NaN
1037928;localhost;0,0000;NaN
1037979;localhost;0,0000;NaN
1038029;localhost;0,0000;NaN
1038080;localhost;0,0000;NaN
1038131;localhost;0,0000;NaN
1038181;localhost;0,0000;NaN
1038232;localhost;0,0000;NaN
1038282;localhost;0,0000;NaN
1038333;localhost;0,0000;NaN
1038383;localhost;0,0000;NaN
1038434;localhost;0,0000;NaN
1038484;localhost;0,0000;NaN
1038536;localhost;0,0000;NaN
1038587;localhost;0,0000;NaN
1038638;localhost;0,0000;NaN
1038689;localhost;0,0000;NaN
1038739;localhost;0,0000;NaN
1038790;localhost;0,0000;NaN
1038840;localhost;0,0000;NaN
1038890;localhost;0,0000;NaN
1038941;localhost;0,0000;NaN
1038991;localhost;0,0000;NaN
1039041;localhost;0,0000;NaN
1039092;localhost;0,0000;NaN
1039142;localhost;0,0000;NaN
1039193;localhost;0,0000;NaN
1039244;localhost;0,0000;NaN
1039295;localhost;0,0000;NaN
1039345;localhost;0,0000;NaN
1039396;localhost;0,0000;NaN
1039446;localhost;0,0000;NaN
1039497;localhost;0,0000;NaN
1039548;localhost;0,0000;NaN
1039598;localhost;0,0000;NaN
1039649;localhost;0,0000;NaN
1039699;localhost;0,0000;NaN
1039751;localhost;0,0000;NaN
1039801;localhost;0,0000;NaN
1039852;localhost;0,0000;NaN
1039902;localhost;0,0000;NaN
1039953;localhost;0,0000;NaN
1040003;localhost;0,0000;NaN
1040053;localhost;0,0000;NaN
1040104;localhost;0,0000;NaN
1040154;localhost;0,0000;NaN
1040205;localhost;0,0000;NaN
1040256;localhost;0,0000;NaN
1040307;localhost;0,0000;NaN
1040358;localhost;0,0000;NaN
1040408;localhost;0,0000;NaN
1040458;localhost;0,0000;NaN
1040509;localhost;0,0000;NaN
1040559;localhost;0,0000;NaN
1040610;localhost;0,0000;NaN
1040660;localhost;0,0000;NaN
1040711;localhost;0,0000;NaN
1040761;localhost;0,0000;NaN
1040812;localhost;0,0000;NaN
1040862;localhost;0,0000;NaN
1040913;localhost;0,0000;NaN
1040964;localhost;0,0000;NaN
1041015;localhost;0,0000;NaN
1041066;localhost;0,0000;NaN
1041116;localhost;0,0000;NaN
1041167;localhost;0,0000;NaN
1041218;localhost;0,0000;NaN
1041269;localhost;0,0000;NaN
1041320;localhost;0,0000;NaN
1041370;localhost;0,0000;NaN
1041420;localhost;0,0000;NaN
1041471;localhost;0,0000;NaN
1041522;localhost;0,0000;NaN
1041572;localhost;0,0000;NaN
1041622;localhost;0,0000;NaN
1041672;localhost;0,0000;NaN
1041723;localhost;0,0000;NaN
1041773;localhost;0,0000;NaN
1041823;localhost;0,0000;NaN
1041874;localhost;0,0000;NaN
1041924;localhost;0,0000;NaN
1041974;localhost;0,0000;NaN
1042025;localhost;0,0000;NaN
1042075;localhost;0,0000;NaN
1042125;localhost;0,0000;NaN
1042176;localhost;0,0000;NaN
1042226;localhost;0,0000;NaN
1042277;localhost;0,0000;NaN
1042327;localhost;0,0000;NaN
1042378;localhost;0,0000;NaN
1042428;localhost;0,0000;NaN
1042478;localhost;0,0000;NaN
1042529;localhost;0,0000;NaN
1042579;localhost;0,0000;NaN
1042630;localhost;0,0000;NaN
1042680;localhost;0,0000;NaN
1042730;localhost;0,0000;NaN
1042781;localhost;0,0000;NaN
1042831;localhost;0,0000;NaN
1042881;localhost;0,0000;NaN
1042932;localhost;0,0000;NaN
1042982;localhost;0,0000;NaN
1043033;localhost;0,0000;NaN
1043083;localhost;0,0000;NaN
1043134;localhost;0,0000;NaN
1043184;localhost;0,0000;NaN
1043235;localhost;0,0000;NaN
1043285;localhost;0,0000;NaN
1043335;localhost;0,0000;NaN
1043386;localhost;0,0000;NaN
1043436;localhost;0,0000;NaN
1043487;localhost;0,0000;NaN
1043537;localhost;0,0000;NaN
1043587;localhost;0,0000;NaN
1043638;localhost;0,0000;NaN
1043688;localhost;0,0000;NaN
1043739;localhost;0,0000;NaN
1043789;localhost;0,0000;NaN
1043839;localhost;0,0000;NaN
1043890;localhost;0,0000;NaN
1043940;localhost;0,0000;NaN
1043991;localhost;0,0000;NaN
1044041;localhost;0,0000;NaN
1044091;localhost;0,0000;NaN
1044142;localhost;0,0000;NaN
1044192;localhost;0,0000;NaN
1044243;localhost;0,0000;NaN
1044293;localhost;0,0000;NaN
1044344;localhost;0,0000;NaN
1044394;localhost;0,0000;NaN
1044444;localhost;0,0000;NaN
1044495;localhost;0,0000;NaN
1044545;localhost;0,0000;NaN
1044595;localhost;0,0000;NaN
1044646;localhost;0,0000;NaN
1044696;localhost;0,0000;NaN
1044747;localhost;0,0000;NaN
1044797;localhost;0,0000;NaN
1044847;localhost;0,0000;NaN
1044898;localhost;0,0000;NaN
1044948;localhost;0,0000;NaN
1044999;localhost;0,0000;NaN
1045049;localhost;0,0000;NaN
1045099;localhost;0,0000;NaN
1045150;localhost;0,0000;NaN
1045200;localhost;0,0000;NaN
1045251;localhost;0,0000;NaN
1045301;localhost;0,0000;NaN
1045352;localhost;0,0000;NaN
1045403;localhost;0,0000;NaN
1045454;localhost;0,0000;NaN
1045505;localhost;0,0000;NaN
1045556;localhost;0,0000;NaN
1045606;localhost;0,0000;NaN
1045657;localhost;0,0000;NaN
1045707;localhost;0,0000;NaN
1045758;localhost;0,0000;NaN
1045809;localhost;0,0000;NaN
1045860;localhost;0,0000;NaN
